filename,width,height,xmin,ymin,xmax,ymax,class
car_0.jpeg,806,466,581.9999999999995,273.9999999999997,700.0,320.9999999999999,license
car_1.jpeg,494,449,79.99999999999967,381.99999999999966,288.0,449.0,license
car_2.jpeg,500,314,40.99999999999999,218.99999999999994,115.0,259.9999999999999,license
car_3.jpeg,500,469,217.0,312.9999999999999,359.0,359.0,license
car_4.jpeg,1001,563,208.9999999999992,219.9999999999996,865.9999999999999,553.9999999999999,license
car_5.jpeg,416,431,105.99999999999986,279.9999999999997,260.99999999999994,335.00000000000006,license
car_6.jpeg,551,455,226.99999999999946,240.99999999999966,443.99999999999994,314.9999999999999,license
car_7.jpeg,550,537,266.9999999999997,247.99999999999991,396.0,320.0,license
car_8.jpeg,1569,1119,644.4792176039103,507.70628571428495,892.5525672371629,578.043428571428,license
car_9.jpeg,1632,918,674.3471882640586,364.53913043478235,957.6528117359416,572.0869565217388,license
car_10.jpeg,642,400,199.9999999999995,138.0,421.9999999999998,219.0,license
car_11.jpeg,1024,769,348.0,377.9999999999994,499.0,436.99999999999983,license
car_12.jpeg,640,435,215.0,185.9999999999997,436.99999999999994,238.99999999999963,license
car_13.jpeg,550,534,99.0,221.99999999999966,243.99999999999972,335.99999999999983,license
car_14.jpeg,500,265,151.0,102.99999999999977,360.0,185.99999999999994,license
car_15.jpeg,774,642,273.9999999999998,343.99999999999966,516.9999999999998,430.9999999999998,license
car_16.jpeg,769,417,291.9999999999998,258.0,488.9999999999999,319.9999999999999,license
car_17.jpeg,468,366,59.999999999999915,215.99999999999983,186.9999999999997,279.99999999999983,license
car_18.jpeg,492,393,333.99999999999994,190.99999999999994,432.99999999999994,233.99999999999991,license
car_19.jpeg,919,532,261.99999999999966,189.99999999999994,741.9999999999993,392.99999999999994,license
car_20.jpeg,470,375,147.99999999999974,177.99999999999977,354.9999999999999,274.9999999999999,license
car_21.jpeg,802,615,272.99999999999955,2.9999999999995057,510.99999999999994,65.99999999999956,license
car_22.jpeg,768,1024,249.99999999999977,506.0000000000001,486.9999999999998,584.0,license
car_23.jpeg,768,1024,288.0,423.0,571.9999999999995,496.0,license
car_24.jpeg,600,361,162.0,197.99999999999972,430.9999999999998,277.9999999999998,license
car_25.jpeg,624,450,282.99999999999994,177.9999999999998,432.9999999999998,221.0,license
car_26.jpeg,600,486,183.0,218.99999999999986,456.9999999999995,319.9999999999998,license
car_27.jpeg,500,399,49.0,184.99999999999997,247.0,293.99999999999966,license
car_28.jpeg,2656,1494,296.55419722901297,123.41739130434647,2422.2200488997546,614.9217391304337,license
car_29.jpeg,1600,916,121.27139364303041,43.059829059829056,1495.680521597392,337.9544159544151,license
car_30.jpeg,1512,825,284.6552567237155,176.3452914798201,1442.9926650366751,685.6502242152462,license
car_31.jpeg,1000,562,450.0,276.99999999999994,568.0000000000001,355.99999999999966,license
car_32.jpeg,610,485,112.99999999999983,238.00000000000003,280.99999999999994,313.9999999999999,license
car_33.jpeg,730,563,45.999999999999275,348.99999999999994,261.99999999999994,416.99999999999955,license
car_34.jpeg,3720,2472,1185.4278728606334,967.5680981595084,2486.06356968215,1355.8085889570536,license
car_35.jpeg,850,681,314.9999999999995,262.9999999999998,544.0,321.99999999999943,license
car_36.jpeg,320,240,97.0,99.0,195.0,138.99999999999986,license
car_37.jpeg,304,248,121.99999999999993,107.99999999999979,192.0,169.9999999999998,license
car_38.jpeg,1632,918,794.0537897310502,485.6086956521732,912.4303178484106,524.1913043478258,license
car_39.jpeg,300,225,7.999999999999799,81.0,298.9999999999997,167.9999999999998,license
car_40.jpeg,700,466,154.99999999999974,182.9999999999999,315.0,256.9999999999996,license
car_41.jpeg,518,458,154.9999999999999,225.9999999999997,338.9999999999997,298.0,license
car_42.jpeg,500,409,26.000000000000004,261.9999999999998,163.99999999999997,329.0,license
car_43.jpeg,500,257,26.000000000000004,15.9999999999999,485.0,254.99999999999977,license
car_44.jpeg,1200,800,595.9999999999992,463.99999999999994,886.9999999999993,530.0,license
car_45.jpeg,594,379,406.99999999999994,169.0,534.0000000000001,213.99999999999983,license
car_46.jpeg,588,476,180.9999999999996,278.9999999999998,378.9999999999996,350.99999999999994,license
car_47.jpeg,1024,682,397.0,420.99999999999955,598.0,482.9999999999995,license
car_48.jpeg,1280,847,312.95843520782336,291.0258620689651,1125.6071719641395,530.9396551724137,license
car_49.jpeg,341,368,114.99999999999974,196.00000000000006,206.99999999999986,241.0,license
car_50.jpeg,960,1280,441.9999999999993,706.0,666.0000000000001,789.0,license
car_51.jpeg,608,302,370.99999999999966,201.9999999999999,499.9999999999997,260.99999999999983,license
car_52.jpeg,469,436,48.999999999999766,291.99999999999966,195.99999999999997,345.99999999999994,license
car_53.jpeg,400,278,208.0,155.9999999999998,355.0,194.99999999999994,license
car_54.jpeg,400,374,104.0,228.99999999999974,281.0,287.9999999999997,license
car_55.jpeg,500,269,281.0,187.99999999999994,442.99999999999994,236.99999999999986,license
car_56.jpeg,1024,818,382.0,396.99999999999983,522.0,441.99999999999955,license
car_57.jpeg,735,529,147.99999999999994,181.9999999999996,286.99999999999966,233.99999999999997,license
car_58.jpeg,547,546,91.9999999999997,253.9999999999999,300.99999999999955,367.99999999999994,license
car_59.jpeg,500,416,147.0,234.0,357.00000000000006,323.99999999999966,license
car_60.jpeg,2432,1368,769.043194784025,725.6347826086948,1121.8516707416459,844.591304347826,license
car_61.jpeg,414,432,122.99999999999989,208.99999999999991,290.9999999999997,260.9999999999998,license
car_62.jpeg,500,245,6.0,9.999999999999941,495.0,245.0,license
car_63.jpeg,333,500,34.999999999999964,195.0,191.99999999999986,272.0,license
car_64.jpeg,305,274,61.99999999999995,131.99999999999997,174.9999999999998,189.99999999999986,license
car_65.jpeg,250,179,19.0,23.99999999999986,249.0,166.9999999999999,license
car_66.jpeg,503,439,92.99999999999984,131.99999999999983,361.99999999999966,283.9999999999999,license
car_67.jpeg,534,337,42.999999999999794,199.99999999999977,113.99999999999962,264.9999999999998,license
car_68.jpeg,736,483,90.99999999999993,295.9999999999998,210.99999999999952,344.0,license
car_69.jpeg,478,395,148.99999999999994,203.99999999999977,324.99999999999966,261.0,license
car_70.jpeg,446,282,162.99999999999991,213.99999999999991,304.9999999999998,261.00000000000006,license
car_71.jpeg,500,349,141.0,247.99999999999977,343.0,311.99999999999983,license
car_72.jpeg,500,252,138.0,77.99999999999987,381.0,185.99999999999994,license
car_73.jpeg,650,435,160.99999999999957,182.99999999999963,294.99999999999943,230.0,license
car_74.jpeg,500,372,159.0,162.99999999999974,343.0,225.99999999999997,license
car_75.jpeg,600,337,412.99999999999983,143.99999999999972,519.9999999999994,185.99999999999991,license
car_76.jpeg,500,378,145.0,200.0,325.0,249.9999999999999,license
car_77.jpeg,927,309,452.99999999999994,109.99999999999994,825.9999999999998,241.9999999999998,license
car_78.jpeg,452,274,153.9999999999996,138.9999999999998,297.99999999999994,194.00000000000003,license
car_79.jpeg,1024,768,559.0,456.9999999999998,848.0,540.9999999999998,license
car_80.jpeg,445,349,64.99999999999997,137.99999999999977,355.0,249.99999999999977,license
car_81.jpeg,480,480,334.9999999999997,304.9999999999997,471.99999999999994,366.9999999999999,license
car_82.jpeg,425,290,93.9999999999999,46.99999999999989,359.9999999999997,221.99999999999991,license
car_83.jpeg,500,281,200.0,131.99999999999991,344.0,178.99999999999983,license
car_84.jpeg,371,396,102.99999999999984,208.9999999999997,257.9999999999999,276.0,license
car_85.jpeg,500,457,146.0,234.00000000000003,364.0,316.9999999999998,license
car_86.jpeg,441,363,199.99999999999957,185.00000000000006,359.9999999999996,262.99999999999994,license
car_87.jpeg,1800,1200,784.84107579462,651.3447432762829,1079.706601466991,742.2982885085568,license
car_88.jpeg,1800,1200,1010.7579462102685,570.6601466992656,1425.9168704156473,745.2322738386301,license
car_89.jpeg,2285,1714,845.4686226568863,804.8347826086949,1592.2371638141801,981.8239130434769,license
car_90.jpeg,462,290,313.9999999999997,103.9999999999999,384.0,147.99999999999974,license
car_91.jpeg,1000,562,606.0,287.9999999999995,782.0,353.9999999999996,license
car_92.jpeg,441,451,150.99999999999966,353.99999999999994,302.9999999999997,425.99999999999966,license
car_93.jpeg,377,244,57.99999999999969,149.99999999999983,170.99999999999963,205.99999999999997,license
car_94.jpeg,740,490,293.99999999999983,211.99999999999957,452.9999999999999,263.99999999999966,license
car_95.jpeg,959,959,301.99999999999955,419.99999999999994,670.9999999999993,534.0000000000001,license
car_96.jpeg,900,350,315.00000000000006,192.99999999999986,596.9999999999997,267.9999999999998,license
car_97.jpeg,350,196,122.99999999999986,116.99999999999999,220.99999999999986,169.99999999999997,license
car_98.jpeg,248,177,25.99999999999991,63.99999999999985,213.99999999999986,147.99999999999994,license
car_99.jpeg,500,291,100.99999999999999,117.0,258.0,190.99999999999997,license
car_100.jpeg,248,177,28.999999999999815,52.99999999999991,227.99999999999991,161.99999999999991,license
car_101.jpeg,248,177,20.999999999999826,55.99999999999993,226.9999999999999,153.99999999999997,license
car_102.jpeg,500,282,128.0,73.99999999999987,361.0,201.99999999999983,license
car_103.jpeg,2592,1936,299.97066014669866,190.2183406113531,2342.728606356967,716.4890829694313,license
car_104.jpeg,660,322,314.99999999999983,183.9999999999999,458.9999999999998,221.0,license
car_105.jpeg,750,562,12.0,106.99999999999994,696.9999999999999,399.99999999999955,license
car_106.jpeg,660,440,229.9999999999997,187.0,326.9999999999997,248.99999999999957,license
car_107.jpeg,350,217,38.99999999999985,36.999999999999936,315.9999999999998,189.99999999999991,license
car_108.jpeg,622,379,38.99999999999996,38.99999999999974,566.9999999999995,339.9999999999999,license
car_109.jpeg,498,313,41.99999999999982,81.99999999999984,411.99999999999983,185.99999999999991,license
car_110.jpeg,450,600,20.999999999999694,169.99999999999983,411.99999999999983,399.0,license
car_111.jpeg,800,600,53.0,177.9999999999996,743.0,324.99999999999966,license
car_112.jpeg,500,375,22.000000000000004,49.99999999999987,499.0,361.99999999999983,license
car_113.jpeg,570,400,15.999999999999721,121.0,479.9999999999996,284.0,license
car_114.jpeg,557,520,185.99999999999997,349.99999999999994,381.9999999999997,417.9999999999996,license
car_115.jpeg,600,450,48.0,73.9999999999998,598.9999999999999,187.99999999999966,license
car_116.jpeg,600,450,114.9999999999996,126.00000000000001,522.0,325.9999999999998,license
car_117.jpeg,600,450,160.99999999999983,115.99999999999964,432.9999999999995,248.99999999999986,license
car_118.jpeg,480,360,123.00000000000001,131.99999999999974,325.99999999999966,241.99999999999994,license
car_119.jpeg,480,360,12.999999999999837,63.999999999999716,471.0,160.99999999999991,license
car_120.jpeg,496,287,135.99999999999963,153.99999999999983,376.9999999999999,219.99999999999986,license
car_121.jpeg,443,332,26.99999999999985,36.99999999999996,428.9999999999999,129.99999999999966,license
car_122.jpeg,250,166,6.0,32.99999999999991,220.0,123.99999999999986,license
car_123.jpeg,700,525,266.9999999999997,321.9999999999999,498.99999999999943,410.9999999999996,license
car_124.jpeg,400,300,135.0,117.99999999999987,320.0,196.99999999999983,license
car_125.jpeg,500,333,166.99999999999997,99.99999999999989,350.00000000000006,163.99999999999986,license
car_126.jpeg,640,555,443.0,254.99999999999974,639.0,346.9999999999999,license
car_127.jpeg,610,338,191.99999999999957,54.99999999999991,607.9999999999997,208.99999999999994,license
car_128.jpeg,500,306,156.0,97.99999999999979,299.0,153.99999999999997,license
car_129.jpeg,500,350,138.0,136.9999999999999,377.99999999999994,207.99999999999994,license
car_130.jpeg,500,139,13.999999999999998,12.999999999999984,499.0,115.99999999999996,license
car_131.jpeg,660,432,226.9999999999994,178.99999999999963,381.99999999999955,227.99999999999966,license
car_132.jpeg,647,404,194.9999999999999,196.99999999999974,304.99999999999983,256.9999999999999,license
car_133.jpeg,500,415,204.0,268.9999999999999,357.00000000000006,378.99999999999966,license
car_134.jpeg,602,339,106.99999999999979,152.9999999999998,254.9999999999996,206.0,license
car_135.jpeg,602,370,127.9999999999994,281.9999999999999,306.9999999999995,320.99999999999983,license
car_136.jpeg,500,332,155.0,200.9999999999997,327.99999999999994,273.99999999999994,license
